s1,s2,comparison,method,target_null,n_samples,n_pairs,repeats,k,n_test_examples,accuracy_mean,accuracy_median,accuracy_minimum,accuracy_maximum,p_value_mean,p_value_median,p_value_minimum,p_value_maximum,rejection_count,rejection_rate,alpha,result_file
5,10,s-p,paired_mcnemar,H0_dist: P_A = P_B,142,142,100,11,142,1.0,1.0,1.0,1.0,4.235164736271502e-22,4.235164736271502e-22,4.235164736271502e-22,4.235164736271502e-22,100,1.0,0.05,newville_nov/hold_skip/hold_skip__s1-5__s2-10__c-73-104__u-35-66__pp-none/results/c2st__s-p__resnet34__knn__paired_mcnemar__repeats-100__seed-0__20260821T181027966972Z.json
5,10,s-p,paired_swap_permutation,,142,142,100,11,142,1.0,1.0,1.0,1.0,0.0010000000000000002,0.001,0.001,0.001,100,1.0,0.05,newville_nov/hold_skip/hold_skip__s1-5__s2-10__c-73-104__u-35-66__pp-none/results/c2st__s-p__resnet34__knn__permutation__repeats-100__seed-0__20260817T202218982768Z.json
5,10,s-p-matched,original_binomial_c2st,H0_dist: P_A = P_B,142,71,100,8,72,1.0,1.0,1.0,1.0,2.117582368135751e-22,2.117582368135751e-22,2.117582368135751e-22,2.117582368135751e-22,100,1.0,0.05,newville_nov/hold_skip/hold_skip__s1-5__s2-10__c-73-104__u-35-66__pp-none/results/c2st__s-p-matched__resnet34__knn__original_binomial_c2st__repeats-100__seed-0__20260821T181026186103Z.json
5,10,s-p-matched,paired_mcnemar,H0_dist: P_A = P_B,142,71,100,8,72,1.0,1.0,1.0,1.0,1.4551915228366852e-11,1.4551915228366852e-11,1.4551915228366852e-11,1.4551915228366852e-11,100,1.0,0.05,newville_nov/hold_skip/hold_skip__s1-5__s2-10__c-73-104__u-35-66__pp-none/results/c2st__s-p-matched__resnet34__knn__paired_mcnemar__repeats-100__seed-0__20260821T181026220602Z.json
5,10,s-p-matched,paired_swap_permutation,,142,71,100,8,72,1.0,1.0,1.0,1.0,0.0010000000000000002,0.001,0.001,0.001,100,1.0,0.05,newville_nov/hold_skip/hold_skip__s1-5__s2-10__c-73-104__u-35-66__pp-none/results/c2st__s-p-matched__resnet34__knn__permutation__repeats-100__seed-0__20260817T194832380119Z.json
5,10,s-s,original_binomial_c2st,H0_dist: P_A = P_B,142,71,100,8,72,0.4124999999999999,0.4166666666666667,0.3333333333333333,0.5,0.9062131818231145,0.93754089981568,0.5468528376484595,0.9985286197349376,0,0.0,0.05,newville_nov/hold_skip/hold_skip__s1-5__s2-10__c-73-104__u-35-66__pp-none/results/c2st__s-s__resnet34__knn__original_binomial_c2st__repeats-100__seed-0__20260821T181026882005Z.json
5,10,s-s,paired_mcnemar,H0_dist: P_A = P_B,142,71,100,8,72,0.4998611111111111,0.5,0.4305555555555556,0.5972222222222222,0.656640625,0.6875,0.01953125,1.0,2,0.02,0.05,newville_nov/hold_skip/hold_skip__s1-5__s2-10__c-73-104__u-35-66__pp-none/results/c2st__s-s__resnet34__knn__paired_mcnemar__repeats-100__seed-0__20260821T181026937707Z.json
5,10,s-s,paired_swap_permutation,,142,71,100,8,72,0.4998611111111111,0.5,0.4305555555555556,0.5972222222222222,0.5788,0.595,0.004,0.997,3,0.03,0.05,newville_nov/hold_skip/hold_skip__s1-5__s2-10__c-73-104__u-35-66__pp-none/results/c2st__s-s__resnet34__knn__permutation__repeats-100__seed-0__20260817T194837872498Z.json
5,10,p-p,original_binomial_c2st,H0_dist: P_A = P_B,142,71,100,8,72,0.42458333333333337,0.4305555555555556,0.3055555555555556,0.5416666666666666,0.8665424218720709,0.9027474170663005,0.2779988588804855,0.999732517899175,0,0.0,0.05,newville_nov/hold_skip/hold_skip__s1-5__s2-10__c-73-104__u-35-66__pp-none/results/c2st__p-p__resnet34__knn__original_binomial_c2st__repeats-100__seed-0__20260821T181027566323Z.json
5,10,p-p,paired_mcnemar,H0_dist: P_A = P_B,142,71,100,8,72,0.5054166666666666,0.5,0.4305555555555556,0.5972222222222222,0.5698870849609375,0.63671875,0.01953125,0.9921875,3,0.03,0.05,newville_nov/hold_skip/hold_skip__s1-5__s2-10__c-73-104__u-35-66__pp-none/results/c2st__p-p__resnet34__knn__paired_mcnemar__repeats-100__seed-0__20260821T181027631079Z.json
5,10,p-p,paired_swap_permutation,,142,71,100,8,72,0.5054166666666666,0.5,0.4305555555555556,0.5972222222222222,0.5153599999999999,0.573,0.007,0.983,5,0.05,0.05,newville_nov/hold_skip/hold_skip__s1-5__s2-10__c-73-104__u-35-66__pp-none/results/c2st__p-p__resnet34__knn__permutation__repeats-100__seed-0__20260817T194832439104Z.json
5,20,s-p,original_binomial_c2st,H0_dist: P_A = P_B,86,86,100,9,86,1.0,1.0,1.0,1.0,1.2924697071141057e-26,1.2924697071141057e-26,1.2924697071141057e-26,1.2924697071141057e-26,100,1.0,0.05,newville_nov/hold_skip/hold_skip__s1-5__s2-20__c-73-104__u-35-66__pp-none/results/c2st__s-p__resnet34__knn__original_binomial_c2st__repeats-100__seed-0__20260821T181028464050Z.json
5,20,s-p,paired_mcnemar,H0_dist: P_A = P_B,86,86,100,9,86,1.0,1.0,1.0,1.0,1.1368683772161603e-13,1.1368683772161603e-13,1.1368683772161603e-13,1.1368683772161603e-13,100,1.0,0.05,newville_nov/hold_skip/hold_skip__s1-5__s2-20__c-73-104__u-35-66__pp-none/results/c2st__s-p__resnet34__knn__paired_mcnemar__repeats-100__seed-0__20260821T181028563849Z.json
5,20,s-p,paired_swap_permutation,,86,86,100,9,86,1.0,1.0,1.0,1.0,0.0010000000000000002,0.001,0.001,0.001,100,1.0,0.05,newville_nov/hold_skip/hold_skip__s1-5__s2-20__c-73-104__u-35-66__pp-none/results/c2st__s-p__resnet34__knn__permutation__repeats-100__seed-0__20260817T002451376702Z.json
5,20,s-p-matched,original_binomial_c2st,H0_dist: P_A = P_B,86,43,100,6,44,1.0,1.0,1.0,1.0,5.684341886080802e-14,5.684341886080802e-14,5.684341886080802e-14,5.684341886080802e-14,100,1.0,0.05,newville_nov/hold_skip/hold_skip__s1-5__s2-20__c-73-104__u-35-66__pp-none/results/c2st__s-p-matched__resnet34__knn__original_binomial_c2st__repeats-100__seed-0__20260821T181028350178Z.json
5,20,s-p-matched,paired_mcnemar,H0_dist: P_A = P_B,86,43,100,6,44,1.0,1.0,1.0,1.0,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,100,1.0,0.05,newville_nov/hold_skip/hold_skip__s1-5__s2-20__c-73-104__u-35-66__pp-none/results/c2st__s-p-matched__resnet34__knn__paired_mcnemar__repeats-100__seed-0__20260821T181028565566Z.json
5,20,s-p-matched,paired_swap_permutation,,86,43,100,6,44,1.0,1.0,1.0,1.0,0.0010000000000000002,0.001,0.001,0.001,100,1.0,0.05,newville_nov/hold_skip/hold_skip__s1-5__s2-20__c-73-104__u-35-66__pp-none/results/c2st__s-p-matched__resnet34__knn__permutation__repeats-100__seed-0__20260816T222432150831Z.json
5,20,s-s,original_binomial_c2st,H0_dist: P_A = P_B,86,43,100,6,44,0.4243181818181817,0.4318181818181818,0.3181818181818182,0.5454545454545454,0.8311565837100727,0.8543923817270525,0.325793913604457,0.9952200605716826,0,0.0,0.05,newville_nov/hold_skip/hold_skip__s1-5__s2-20__c-73-104__u-35-66__pp-none/results/c2st__s-s__resnet34__knn__original_binomial_c2st__repeats-100__seed-0__20260821T181028873293Z.json
5,20,s-s,paired_mcnemar,H0_dist: P_A = P_B,86,43,100,6,44,0.49999999999999994,0.5,0.38636363636363635,0.6590909090909091,0.69736328125,0.75,0.01953125,1.0,1,0.01,0.05,newville_nov/hold_skip/hold_skip__s1-5__s2-20__c-73-104__u-35-66__pp-none/results/c2st__s-s__resnet34__knn__paired_mcnemar__repeats-100__seed-0__20260821T181029012398Z.json
5,20,s-s,paired_swap_permutation,,86,43,100,6,44,0.49999999999999994,0.5,0.38636363636363635,0.6590909090909091,0.5924999999999999,0.6234999999999999,0.002,0.997,5,0.05,0.05,newville_nov/hold_skip/hold_skip__s1-5__s2-20__c-73-104__u-35-66__pp-none/results/c2st__s-s__resnet34__knn__permutation__repeats-100__seed-0__20260816T221952940999Z.json
5,20,p-p,original_binomial_c2st,H0_dist: P_A = P_B,86,43,100,6,44,0.41818181818181815,0.4318181818181818,0.2727272727272727,0.5454545454545454,0.8450080312768711,0.8543923817270525,0.325793913604457,0.9993699830918672,0,0.0,0.05,newville_nov/hold_skip/hold_skip__s1-5__s2-20__c-73-104__u-35-66__pp-none/results/c2st__p-p__resnet34__knn__original_binomial_c2st__repeats-100__seed-0__20260821T181029097949Z.json
5,20,p-p,paired_mcnemar,H0_dist: P_A = P_B,86,43,100,6,44,0.4952272727272727,0.5,0.36363636363636365,0.5909090909090909,0.6787109375,0.6875,0.109375,1.0,0,0.0,0.05,newville_nov/hold_skip/hold_skip__s1-5__s2-20__c-73-104__u-35-66__pp-none/results/c2st__p-p__resnet34__knn__paired_mcnemar__repeats-100__seed-0__20260821T181029130604Z.json
5,20,p-p,paired_swap_permutation,,86,43,100,6,44,0.4952272727272727,0.5,0.36363636363636365,0.5909090909090909,0.5991599999999999,0.6065,0.067,0.999,0,0.0,0.05,newville_nov/hold_skip/hold_skip__s1-5__s2-20__c-73-104__u-35-66__pp-none/results/c2st__p-p__resnet34__knn__permutation__repeats-100__seed-0__20260816T222142827358Z.json
10,5,s-p,original_binomial_c2st,H0_dist: P_A = P_B,142,142,100,11,142,1.0,1.0,1.0,1.0,1.793662034335766e-43,1.793662034335766e-43,1.793662034335766e-43,1.793662034335766e-43,100,1.0,0.05,newville_nov/hold_skip/hold_skip__s1-10__s2-5__c-73-104__u-35-66__pp-none/results/c2st__s-p__resnet34__knn__original_binomial_c2st__repeats-100__seed-0__20260821T181031313540Z.json
10,5,s-p,paired_mcnemar,H0_dist: P_A = P_B,142,142,100,11,142,1.0,1.0,1.0,1.0,4.235164736271502e-22,4.235164736271502e-22,4.235164736271502e-22,4.235164736271502e-22,100,1.0,0.05,newville_nov/hold_skip/hold_skip__s1-10__s2-5__c-73-104__u-35-66__pp-none/results/c2st__s-p__resnet34__knn__paired_mcnemar__repeats-100__seed-0__20260821T181031489847Z.json
10,5,s-p,paired_swap_permutation,,142,142,100,11,142,1.0,1.0,1.0,1.0,0.0010000000000000002,0.001,0.001,0.001,100,1.0,0.05,newville_nov/hold_skip/hold_skip__s1-10__s2-5__c-73-104__u-35-66__pp-none/results/c2st__s-p__resnet34__knn__permutation__repeats-100__seed-0__20260817T202446906087Z.json
10,5,s-p-matched,original_binomial_c2st,H0_dist: P_A = P_B,142,71,100,8,72,1.0,1.0,1.0,1.0,2.117582368135751e-22,2.117582368135751e-22,2.117582368135751e-22,2.117582368135751e-22,100,1.0,0.05,newville_nov/hold_skip/hold_skip__s1-10__s2-5__c-73-104__u-35-66__pp-none/results/c2st__s-p-matched__resnet34__knn__original_binomial_c2st__repeats-100__seed-0__20260821T181029748636Z.json
10,5,s-p-matched,paired_mcnemar,H0_dist: P_A = P_B,142,71,100,8,72,1.0,1.0,1.0,1.0,1.4551915228366852e-11,1.4551915228366852e-11,1.4551915228366852e-11,1.4551915228366852e-11,100,1.0,0.05,newville_nov/hold_skip/hold_skip__s1-10__s2-5__c-73-104__u-35-66__pp-none/results/c2st__s-p-matched__resnet34__knn__paired_mcnemar__repeats-100__seed-0__20260821T181029800964Z.json
10,5,s-p-matched,paired_swap_permutation,,142,71,100,8,72,1.0,1.0,1.0,1.0,0.0010000000000000002,0.001,0.001,0.001,100,1.0,0.05,newville_nov/hold_skip/hold_skip__s1-10__s2-5__c-73-104__u-35-66__pp-none/results/c2st__s-p-matched__resnet34__knn__permutation__repeats-100__seed-0__20260817T195252987814Z.json
10,5,s-s,original_binomial_c2st,H0_dist: P_A = P_B,142,71,100,8,72,0.4069444444444445,0.4027777777777778,0.3333333333333333,0.5138888888888888,0.9200132371057795,0.9618154226640843,0.4531471623515405,0.9985286197349376,0,0.0,0.05,newville_nov/hold_skip/hold_skip__s1-10__s2-5__c-73-104__u-35-66__pp-none/results/c2st__s-s__resnet34__knn__original_binomial_c2st__repeats-100__seed-0__20260821T181030416060Z.json
10,5,s-s,paired_mcnemar,H0_dist: P_A = P_B,142,71,100,8,72,0.4941666666666666,0.4861111111111111,0.4305555555555556,0.5833333333333334,0.6968359375,0.7734375,0.015625,1.0,2,0.02,0.05,newville_nov/hold_skip/hold_skip__s1-10__s2-5__c-73-104__u-35-66__pp-none/results/c2st__s-s__resnet34__knn__paired_mcnemar__repeats-100__seed-0__20260821T181030494578Z.json
10,5,s-s,paired_swap_permutation,,142,71,100,8,72,0.4941666666666666,0.4861111111111111,0.4305555555555556,0.5833333333333334,0.62717,0.7404999999999999,0.015,0.991,4,0.04,0.05,newville_nov/hold_skip/hold_skip__s1-10__s2-5__c-73-104__u-35-66__pp-none/results/c2st__s-s__resnet34__knn__permutation__repeats-100__seed-0__20260817T195301393487Z.json
10,5,p-p,original_binomial_c2st,H0_dist: P_A = P_B,142,71,100,8,72,0.4265277777777778,0.4305555555555556,0.3194444444444444,0.5555555555555556,0.8596198026458599,0.9027474170663005,0.20478969796353588,0.9993532075186619,0,0.0,0.05,newville_nov/hold_skip/hold_skip__s1-10__s2-5__c-73-104__u-35-66__pp-none/results/c2st__p-p__resnet34__knn__original_binomial_c2st__repeats-100__seed-0__20260821T181031096750Z.json
10,5,p-p,paired_mcnemar,H0_dist: P_A = P_B,142,71,100,8,72,0.5016666666666667,0.5138888888888888,0.3888888888888889,0.5972222222222222,0.5825,0.5,0.01953125,1.0,1,0.01,0.05,newville_nov/hold_skip/hold_skip__s1-10__s2-5__c-73-104__u-35-66__pp-none/results/c2st__p-p__resnet34__knn__paired_mcnemar__repeats-100__seed-0__20260821T181031205278Z.json
10,5,p-p,paired_swap_permutation,,142,71,100,8,72,0.5016666666666667,0.5138888888888888,0.3888888888888889,0.5972222222222222,0.5264,0.451,0.018,1.0,2,0.02,0.05,newville_nov/hold_skip/hold_skip__s1-10__s2-5__c-73-104__u-35-66__pp-none/results/c2st__p-p__resnet34__knn__permutation__repeats-100__seed-0__20260817T195716627522Z.json
10,10,s-p,original_binomial_c2st,H0_dist: P_A = P_B,107,107,100,10,108,1.0,1.0,1.0,1.0,3.0814879110195774e-33,3.0814879110195774e-33,3.0814879110195774e-33,3.0814879110195774e-33,100,1.0,0.05,newville_nov/hold_skip/hold_skip__s1-10__s2-10__c-73-104__u-35-66__pp-none/results/c2st__s-p__resnet34__knn__original_binomial_c2st__repeats-100__seed-0__20260821T181032830386Z.json
10,10,s-p,paired_mcnemar,H0_dist: P_A = P_B,107,107,100,10,108,1.0,1.0,1.0,1.0,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,100,1.0,0.05,newville_nov/hold_skip/hold_skip__s1-10__s2-10__c-73-104__u-35-66__pp-none/results/c2st__s-p__resnet34__knn__paired_mcnemar__repeats-100__seed-0__20260821T181032908980Z.json
10,10,s-p,paired_swap_permutation,,107,107,100,10,108,1.0,1.0,1.0,1.0,0.0010000000000000002,0.001,0.001,0.001,100,1.0,0.05,newville_nov/hold_skip/hold_skip__s1-10__s2-10__c-73-104__u-35-66__pp-none/results/c2st__s-p__resnet34__knn__permutation__repeats-100__seed-0__20260817T201626465813Z.json
10,10,s-p-matched,original_binomial_c2st,H0_dist: P_A = P_B,107,53,100,7,52,0.9998076923076923,1.0,0.9807692307692307,1.0,3.375077994860476e-16,2.220446049250313e-16,2.220446049250313e-16,1.176836406102666e-14,100,1.0,0.05,newville_nov/hold_skip/hold_skip__s1-10__s2-10__c-73-104__u-35-66__pp-none/results/c2st__s-p-matched__resnet34__knn__original_binomial_c2st__repeats-100__seed-0__20260821T181031924992Z.json
10,10,s-p-matched,paired_mcnemar,H0_dist: P_A = P_B,107,53,100,7,52,1.0,1.0,1.0,1.0,1.4901161193847656e-08,1.4901161193847656e-08,1.4901161193847656e-08,1.4901161193847656e-08,100,1.0,0.05,newville_nov/hold_skip/hold_skip__s1-10__s2-10__c-73-104__u-35-66__pp-none/results/c2st__s-p-matched__resnet34__knn__paired_mcnemar__repeats-100__seed-0__20260821T181032136741Z.json
10,10,s-p-matched,paired_swap_permutation,,107,53,100,7,52,1.0,1.0,1.0,1.0,0.0010000000000000002,0.001,0.001,0.001,100,1.0,0.05,newville_nov/hold_skip/hold_skip__s1-10__s2-10__c-73-104__u-35-66__pp-none/results/c2st__s-p-matched__resnet34__knn__permutation__repeats-100__seed-0__20260817T195952150058Z.json
10,10,s-s,original_binomial_c2st,H0_dist: P_A = P_B,107,53,100,7,52,0.4007692307692308,0.38461538461538464,0.28846153846153844,0.5,0.8967018273269721,0.9648028894664689,0.5550580173617314,0.9994024398399963,0,0.0,0.05,newville_nov/hold_skip/hold_skip__s1-10__s2-10__c-73-104__u-35-66__pp-none/results/c2st__s-s__resnet34__knn__original_binomial_c2st__repeats-100__seed-0__20260821T181032499180Z.json
10,10,s-s,paired_mcnemar,H0_dist: P_A = P_B,107,53,100,7,52,0.5046153846153847,0.5,0.38461538461538464,0.6153846153846154,0.590478515625,0.671875,0.015625,1.0,3,0.03,0.05,newville_nov/hold_skip/hold_skip__s1-10__s2-10__c-73-104__u-35-66__pp-none/results/c2st__s-s__resnet34__knn__paired_mcnemar__repeats-100__seed-0__20260821T181032727656Z.json
10,10,s-s,paired_swap_permutation,,107,53,100,7,52,0.5046153846153847,0.5,0.38461538461538464,0.6153846153846154,0.5376,0.598,0.009,0.998,8,0.08,0.05,newville_nov/hold_skip/hold_skip__s1-10__s2-10__c-73-104__u-35-66__pp-none/results/c2st__s-s__resnet34__knn__permutation__repeats-100__seed-0__20260817T200229720093Z.json
